time	track	a	b
2016-01-26T15:30:12.181210	nipt9001_production	C7UEKANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.15.30.12.797B1AE114/pyflow.data/logs/pyflow_log.txt
2016-01-26T15:30:22.790346	nipt9001_production	C7UEKANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.15.30.22.9E9878C0BC/pyflow.data/logs/pyflow_log.txt
2016-01-26T15:50:08.763311	gender_production	HGKM3BCXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.15.50.8.230A87ADC4/pyflow.data/logs/pyflow_log.txt
2016-01-26T15:55:03.843246	gender_production	HFC5LBCXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.15.55.3.29A32AC1A2/pyflow.data/logs/pyflow_log.txt
2016-01-26T15:55:08.216408	gender_production	HGKM3BCXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.15.55.8.A0B166B47A/pyflow.data/logs/pyflow_log.txt
2016-01-26T15:55:08.217075	gender_production	HWLF2ADXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.15.55.8.BC37E18FFB/pyflow.data/logs/pyflow_log.txt
2016-01-26T15:55:18.817732	gender_production	HGKM3BCXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.15.55.18.7B945F9178/pyflow.data/logs/pyflow_log.txt
2016-01-26T16:00:14.101842	gender_production	HWLGWADXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.16.0.14.5615C777AD/pyflow.data/logs/pyflow_log.txt
2016-01-26T16:00:14.157295	gender_production	HWL7MADXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.16.0.14.C66DBE8018/pyflow.data/logs/pyflow_log.txt
2016-01-26T16:08:48.788795	gender_production	HGGYNBCXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.16.8.48.B159A313D3/pyflow.data/logs/pyflow_log.txt
2016-01-26T16:08:48.789649	gender_production	HGJYWBCXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.16.8.48.28D3FEED83/pyflow.data/logs/pyflow_log.txt
2016-01-26T16:09:16.881855	gender_production	HWLF2ADXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.16.9.16.EDEDCC22D2/pyflow.data/logs/pyflow_log.txt
2016-01-26T16:09:16.882300	gender_production	HFC5LBCXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.16.9.16.875076453C/pyflow.data/logs/pyflow_log.txt
2016-01-26T16:11:44.350773	gender_production	HWHGVADXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.16.11.44.0968C64C1A/pyflow.data/logs/pyflow_log.txt
2016-01-26T16:12:05.228231	gender_production	HFC5LBCXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.16.12.5.704E8B8A1F/pyflow.data/logs/pyflow_log.txt
2016-01-26T16:12:05.230105	gender_production	HWLF2ADXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.16.12.5.3D3E2AEB3B/pyflow.data/logs/pyflow_log.txt
2016-01-26T16:15:15.083681	gender_production	HWL7MADXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.16.15.15.5A750787D9/pyflow.data/logs/pyflow_log.txt
2016-01-26T17:14:54.656805	gender_production	HWLGWADXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.17.14.54.C6203B71DD/pyflow.data/logs/pyflow_log.txt
2016-01-26T17:20:56.755542	gender_production	HGJYWBCXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.17.20.56.BD5E0A6A90/pyflow.data/logs/pyflow_log.txt
2016-01-26T17:20:56.764441	gender_production	HGGYNBCXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.17.20.56.ABE9CF6DB5/pyflow.data/logs/pyflow_log.txt
2016-01-26T17:21:27.440854	gender_production	HWHGVADXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.17.21.27.242FADFEB9/pyflow.data/logs/pyflow_log.txt
2016-01-26T17:21:55.774983	nipt9001_production	C85TTANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.17.21.55.547825B790/pyflow.data/logs/pyflow_log.txt
2016-01-26T17:22:07.311153	gender_production	HWL7MADXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.17.22.7.E2C74A2609/pyflow.data/logs/pyflow_log.txt
2016-01-26T17:22:43.294491	gender_production	HWLGWADXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.17.22.43.5D0C95FCB5/pyflow.data/logs/pyflow_log.txt
2016-01-26T17:23:00.060787	gender_production	HGGYNBCXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.17.23.0.83FEE742F3/pyflow.data/logs/pyflow_log.txt
2016-01-26T17:23:00.080223	gender_production	HGJYWBCXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.17.23.0.EA6958DEB9/pyflow.data/logs/pyflow_log.txt
2016-01-26T17:23:30.736405	gender_production	HWHGVADXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.17.23.30.4A2D72BF04/pyflow.data/logs/pyflow_log.txt
2016-01-26T17:25:26.886220	nipt9001_production	C85TTANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.17.25.26.1E8F514514/pyflow.data/logs/pyflow_log.txt
2016-01-26T17:26:30.077054	nipt9001_production	C85TTANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.17.26.30.CEACBEEA47/pyflow.data/logs/pyflow_log.txt
2016-01-26T19:20:14.689696	demux	C7UEKANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/demultiplexer.pyflow.2016.1.26.19.20.14.58DF9683E2/pyflow.data/logs/pyflow_log.txt /mnt/scratch/ops/tmp/2016/1/26/scratch.2016.1.26.19.20.14.BBD1A2CC90/demux.35URTWV2S3/C7UEKANXX
2016-01-26T19:50:08.489076	demux	HFC5LBCXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/demultiplexer.pyflow.2016.1.26.19.50.8.8C56CD826B/pyflow.data/logs/pyflow_log.txt /mnt/scratch/ops/tmp/2016/1/26/scratch.2016.1.26.19.50.8.4F981ADCA8/demux.HWKDEEZP73/HFC5LBCXX
2016-01-26T19:50:08.505189	demux	HWLF2ADXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/demultiplexer.pyflow.2016.1.26.19.50.8.9CFC511350/pyflow.data/logs/pyflow_log.txt /mnt/scratch/ops/tmp/2016/1/26/scratch.2016.1.26.19.50.8.E44ED63A10/demux.IGCQV6BCDS/HWLF2ADXX
2016-01-26T19:50:08.505970	demux	HGKM3BCXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/demultiplexer.pyflow.2016.1.26.19.50.8.4EDA550566/pyflow.data/logs/pyflow_log.txt /mnt/scratch/ops/tmp/2016/1/26/scratch.2016.1.26.19.50.8.4EC123DBCB/demux.PGSGCD8N5A/HGKM3BCXX
2016-01-26T19:50:10.696572	demux	HGGYNBCXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/demultiplexer.pyflow.2016.1.26.19.50.10.05C253774D/pyflow.data/logs/pyflow_log.txt /mnt/scratch/ops/tmp/2016/1/26/scratch.2016.1.26.19.50.10.F6BF8DD9E7/demux.3H38LUTEAD/HGGYNBCXX
2016-01-26T19:50:10.696602	demux	HWLGWADXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/demultiplexer.pyflow.2016.1.26.19.50.10.DD705AB91A/pyflow.data/logs/pyflow_log.txt /mnt/scratch/ops/tmp/2016/1/26/scratch.2016.1.26.19.50.10.32397331A6/demux.XYWRBKE7JZ/HWLGWADXX
2016-01-26T19:50:10.696652	demux	HGJYWBCXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/demultiplexer.pyflow.2016.1.26.19.50.10.4B8D13D02B/pyflow.data/logs/pyflow_log.txt /mnt/scratch/ops/tmp/2016/1/26/scratch.2016.1.26.19.50.10.40507B0CDE/demux.1NIQDXKUYU/HGJYWBCXX
2016-01-26T19:50:10.696972	demux	HWL7MADXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/demultiplexer.pyflow.2016.1.26.19.50.10.EF279C2605/pyflow.data/logs/pyflow_log.txt /mnt/scratch/ops/tmp/2016/1/26/scratch.2016.1.26.19.50.10.73C04EF938/demux.XSBPIU98A9/HWL7MADXX
2016-01-26T19:50:10.860417	demux	HWHGVADXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/demultiplexer.pyflow.2016.1.26.19.50.10.5678FD359A/pyflow.data/logs/pyflow_log.txt /mnt/scratch/ops/tmp/2016/1/26/scratch.2016.1.26.19.50.10.3FBA0BDA46/demux.3QJHAP5DJT/HWHGVADXX
2016-01-26T20:12:10.047121	nipt9001_production	C7UJUANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.20.12.9.638E5818A9/pyflow.data/logs/pyflow_log.txt
2016-01-26T20:13:08.795357	nipt9001_validation	C7GCRANXX.v2	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.20.13.8.1378684508/pyflow.data/logs/pyflow_log.txt
2016-01-26T20:13:10.689256	nipt9001_validation	C7J0CANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.20.13.10.992DECC0B4/pyflow.data/logs/pyflow_log.txt
2016-01-26T20:13:10.714376	nipt9001_production	C7UE8ANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.20.13.10.A0A818FC08/pyflow.data/logs/pyflow_log.txt
2016-01-26T20:15:39.692504	nipt9001_validation	C7J0CANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.20.15.39.783F3DD614/pyflow.data/logs/pyflow_log.txt
2016-01-26T20:15:39.707588	nipt9001_validation	C7GCRANXX.v2	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.20.15.39.7EB0440772/pyflow.data/logs/pyflow_log.txt
2016-01-26T20:17:39.744100	nipt9001_production	C7UJUANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.20.17.39.36EFBCA1F9/pyflow.data/logs/pyflow_log.txt
2016-01-26T20:19:28.094644	nipt9001_validation	C7J0CANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.20.19.28.3559CAAD38/pyflow.data/logs/pyflow_log.txt
2016-01-26T20:20:18.295555	demux	C7UJUANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/demultiplexer.pyflow.2016.1.26.20.20.18.DF7FA44F75/pyflow.data/logs/pyflow_log.txt /mnt/scratch/ops/tmp/2016/1/26/scratch.2016.1.26.20.20.18.FD72858CD7/demux.9627L9WRI8/C7UJUANXX
2016-01-26T20:20:28.162106	nipt9001_validation	C7GCRANXX.v2	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.20.20.28.B2FE07D32E/pyflow.data/logs/pyflow_log.txt
2016-01-26T20:21:10.828388	nipt9001_production	C7UE8ANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.20.21.10.F015A87A57/pyflow.data/logs/pyflow_log.txt
2016-01-26T20:21:28.095368	nipt9001_production	C7UJUANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.20.21.28.2E115A23EC/pyflow.data/logs/pyflow_log.txt
2016-01-26T20:22:14.078888	nipt9001_production	C7UE8ANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.20.22.14.D9665A146F/pyflow.data/logs/pyflow_log.txt
2016-01-26T20:25:13.304990	nipt9001_validation	C7GFDANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.20.25.13.817FA8BC18/pyflow.data/logs/pyflow_log.txt
2016-01-26T20:30:12.452159	demux	C85TTANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/demultiplexer.pyflow.2016.1.26.20.30.12.FC5292F75C/pyflow.data/logs/pyflow_log.txt /mnt/scratch/ops/tmp/2016/1/26/scratch.2016.1.26.20.30.12.D42829D699/demux.WNU6MNF3NS/C85TTANXX
2016-01-26T20:30:15.142162	nipt9001_validation	C7GFDANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.20.30.15.BE786BA290/pyflow.data/logs/pyflow_log.txt
2016-01-26T20:37:03.700488	nipt9001_validation	C7GFDANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.20.37.3.9191A60073/pyflow.data/logs/pyflow_log.txt
2016-01-26T20:40:19.206199	nipt9001_validation	C7GFWANXX.v2	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.20.40.19.DCE462E913/pyflow.data/logs/pyflow_log.txt
2016-01-26T20:48:47.128353	demux	C7UE8ANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/demultiplexer.pyflow.2016.1.26.20.48.46.B06BA6BBE3/pyflow.data/logs/pyflow_log.txt /mnt/scratch/ops/tmp/2016/1/26/scratch.2016.1.26.20.48.46.3992E19D86/demux.8UZRT489G5/C7UE8ANXX
2016-01-26T21:57:41.749660	demux	C7J0CANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/demultiplexer.pyflow.2016.1.26.21.57.41.508100AA68/pyflow.data/logs/pyflow_log.txt /mnt/scratch/ops/tmp/2016/1/26/scratch.2016.1.26.21.57.41.B8050E0067/demux.7HQB3A2G8D/C7J0CANXX
2016-01-26T22:16:25.401701	nipt9001_validation	C7J77ANXX.v3	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.22.16.25.3D652A34E9/pyflow.data/logs/pyflow_log.txt
2016-01-26T22:16:38.149297	nipt9001_validation	C7HF6ANXX.v6	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.22.16.38.174E9DEBFC/pyflow.data/logs/pyflow_log.txt
2016-01-26T22:16:45.888437	nipt9001_validation	C7GG1ANXX.v2	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.22.16.45.EAA17B1B70/pyflow.data/logs/pyflow_log.txt
2016-01-26T22:16:47.221894	nipt9001_validation	C7UJCANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.22.16.47.FC7AD8EF83/pyflow.data/logs/pyflow_log.txt
2016-01-26T22:16:47.230501	nipt9001_validation	C7G57ANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.22.16.47.884DB69402/pyflow.data/logs/pyflow_log.txt
2016-01-26T22:20:22.726054	nipt9001_validation	C7GFWANXX.v2	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.22.20.22.5DED3230F8/pyflow.data/logs/pyflow_log.txt
2016-01-26T22:20:23.102354	nipt9001_validation	C7UJCANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.22.20.22.27B388DD67/pyflow.data/logs/pyflow_log.txt
2016-01-26T22:20:23.103207	nipt9001_validation	C7GG1ANXX.v2	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.22.20.22.5864368839/pyflow.data/logs/pyflow_log.txt
2016-01-26T22:20:23.588165	nipt9001_validation	C7HF6ANXX.v6	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.22.20.23.9E3789C8D7/pyflow.data/logs/pyflow_log.txt
2016-01-26T22:20:24.051862	nipt9001_validation	C7J77ANXX.v3	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.22.20.23.577047E218/pyflow.data/logs/pyflow_log.txt
2016-01-26T22:20:28.973387	nipt9001_validation	C7G57ANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.22.20.28.CC1F62F846/pyflow.data/logs/pyflow_log.txt
2016-01-26T22:20:39.576007	nipt9001_validation	C7G57ANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.22.20.39.5007FD8A23/pyflow.data/logs/pyflow_log.txt
2016-01-26T22:20:55.997793	nipt9001_validation	C7GFWANXX.v2	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.22.20.55.434EA6B226/pyflow.data/logs/pyflow_log.txt
2016-01-26T22:20:56.308477	nipt9001_validation	C7UJCANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.22.20.56.2E156BBB0F/pyflow.data/logs/pyflow_log.txt
2016-01-26T22:20:56.320782	nipt9001_validation	C7GG1ANXX.v2	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.22.20.56.C894D088EE/pyflow.data/logs/pyflow_log.txt
2016-01-26T22:20:56.814725	nipt9001_validation	C7HF6ANXX.v6	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.22.20.56.544D97E1AB/pyflow.data/logs/pyflow_log.txt
2016-01-26T22:20:57.335638	nipt9001_validation	C7J77ANXX.v3	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/generic_workflow_runner.pyflow.2016.1.26.22.20.57.9CA0AFDE98/pyflow.data/logs/pyflow_log.txt
2016-01-26T22:22:36.014482	demux	C7GFWANXX.v2	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/demultiplexer.pyflow.2016.1.26.22.22.35.8707DA9801/pyflow.data/logs/pyflow_log.txt /mnt/scratch/ops/tmp/2016/1/26/scratch.2016.1.26.22.22.35.B40665942B/demux.S5BNRW1FJ3/C7GFWANXX.v2
2016-01-26T22:39:01.675042	demux	C7GCRANXX.v2	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/demultiplexer.pyflow.2016.1.26.22.39.1.B4D8D45B09/pyflow.data/logs/pyflow_log.txt /mnt/scratch/ops/tmp/2016/1/26/scratch.2016.1.26.22.39.1.BBB2AAC29C/demux.LZX3IATP77/C7GCRANXX.v2
2016-01-26T22:41:10.282986	nipt9001_validation	C7GCNANXX.v2	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.22.41.9.1D9DED8469/pyflow.data/logs/pyflow_log.txt
2016-01-26T22:53:38.377675	demux	C7J77ANXX.v3	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/demultiplexer.pyflow.2016.1.26.22.53.38.26BFA4C8AB/pyflow.data/logs/pyflow_log.txt /mnt/scratch/ops/tmp/2016/1/26/scratch.2016.1.26.22.53.38.14F2692D99/demux.UVEIDGCN9R/C7J77ANXX.v3
2016-01-26T23:29:26.020735	nipt9001_validation	C7F6DANXX.v4	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/readycheck.pyflow.2016.1.26.23.29.25.39623F19CD/pyflow.data/logs/pyflow_log.txt
2016-01-26T23:32:38.220646	demux	C7HF6ANXX.v6	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/demultiplexer.pyflow.2016.1.26.23.32.38.59BEE8F3E8/pyflow.data/logs/pyflow_log.txt /mnt/scratch/ops/tmp/2016/1/26/scratch.2016.1.26.23.32.38.A8A200EDBE/demux.TQ31RMDIMA/C7HF6ANXX.v6
2016-01-26T23:39:15.155347	demux	C7GFDANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/26/demultiplexer.pyflow.2016.1.26.23.39.15.6684B63672/pyflow.data/logs/pyflow_log.txt /mnt/scratch/ops/tmp/2016/1/26/scratch.2016.1.26.23.39.15.587344AC01/demux.T2LP2427V2/C7GFDANXX
2016-01-27T00:01:30.875777	nipt9001_production	C8607ANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/readycheck.pyflow.2016.1.27.0.1.30.DC87E0EBBE/pyflow.data/logs/pyflow_log.txt
2016-01-27T00:13:21.647801	nipt9001_validation	C67MFANXX.v4	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/readycheck.pyflow.2016.1.27.0.13.21.CC387D8C65/pyflow.data/logs/pyflow_log.txt
2016-01-27T00:13:21.653296	nipt9001_validation	C7GD7ANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/readycheck.pyflow.2016.1.27.0.13.21.588482FB48/pyflow.data/logs/pyflow_log.txt
2016-01-27T00:13:28.152950	nipt9001_validation	C7J0NANXX.v4	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/readycheck.pyflow.2016.1.27.0.13.28.F27A2D1033/pyflow.data/logs/pyflow_log.txt
2016-01-27T00:13:28.153734	nipt9001_validation	C7J51ANXX.v3	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/readycheck.pyflow.2016.1.27.0.13.28.3EA0F6B08F/pyflow.data/logs/pyflow_log.txt
2016-01-27T00:13:41.609149	nipt9001_validation	C85T6ANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/readycheck.pyflow.2016.1.27.0.13.41.D348D72F6B/pyflow.data/logs/pyflow_log.txt
2016-01-27T00:13:41.615564	nipt9001_production	C7UEBANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/readycheck.pyflow.2016.1.27.0.13.41.F9FEFF31FB/pyflow.data/logs/pyflow_log.txt
2016-01-27T00:14:04.687058	nipt9001_validation	C7GCNANXX.v2	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/readycheck.pyflow.2016.1.27.0.14.4.E15CDBFECA/pyflow.data/logs/pyflow_log.txt
2016-01-27T00:14:37.886211	nipt9001_validation	C7GCNANXX.v2	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/generic_workflow_runner.pyflow.2016.1.27.0.14.37.E1C33B87B0/pyflow.data/logs/pyflow_log.txt
2016-01-27T00:15:12.747854	nipt9001_validation	C7F6DANXX.v4	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/readycheck.pyflow.2016.1.27.0.15.12.86F29038AE/pyflow.data/logs/pyflow_log.txt
2016-01-27T00:15:13.691580	nipt9001_validation	C85T6ANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/readycheck.pyflow.2016.1.27.0.15.13.614EFC7759/pyflow.data/logs/pyflow_log.txt
2016-01-27T00:15:15.925074	nipt9001_production	C8607ANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/readycheck.pyflow.2016.1.27.0.15.15.0121DC5633/pyflow.data/logs/pyflow_log.txt
2016-01-27T00:15:16.972557	nipt9001_production	C7UEBANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/readycheck.pyflow.2016.1.27.0.15.16.DFD831F137/pyflow.data/logs/pyflow_log.txt
2016-01-27T00:15:27.598829	nipt9001_production	C7UEBANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/generic_workflow_runner.pyflow.2016.1.27.0.15.27.98227382F8/pyflow.data/logs/pyflow_log.txt
2016-01-27T00:15:31.736607	nipt9001_validation	C7F6DANXX.v4	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/generic_workflow_runner.pyflow.2016.1.27.0.15.31.2EA6824AF3/pyflow.data/logs/pyflow_log.txt
2016-01-27T00:15:46.882447	nipt9001_validation	C85T6ANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/generic_workflow_runner.pyflow.2016.1.27.0.15.46.A547AF5180/pyflow.data/logs/pyflow_log.txt
2016-01-27T00:15:50.020956	nipt9001_production	C8607ANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/generic_workflow_runner.pyflow.2016.1.27.0.15.49.DF950EDA7D/pyflow.data/logs/pyflow_log.txt
2016-01-27T00:26:34.613827	nipt9001_validation	C7GD7ANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/readycheck.pyflow.2016.1.27.0.26.34.7B619C49AC/pyflow.data/logs/pyflow_log.txt
2016-01-27T00:37:07.745818	nipt9001_validation	C67MFANXX.v4	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/readycheck.pyflow.2016.1.27.0.37.7.56AC60C898/pyflow.data/logs/pyflow_log.txt
2016-01-27T00:47:55.421302	demux	C7GG1ANXX.v2	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/demultiplexer.pyflow.2016.1.27.0.47.55.3B6F5F522E/pyflow.data/logs/pyflow_log.txt /mnt/scratch/ops/tmp/2016/1/27/scratch.2016.1.27.0.47.55.2998872342/demux.DXNA31JC13/C7GG1ANXX.v2
2016-01-27T00:51:58.017818	demux	C7GD7ANXX	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/demultiplexer.pyflow.2016.1.27.0.51.57.537285AB77/pyflow.data/logs/pyflow_log.txt /mnt/scratch/ops/tmp/2016/1/27/scratch.2016.1.27.0.51.57.239C2EE334/demux.QXE86XXNWU/C7GD7ANXX
2016-01-27T01:13:44.652230	nipt9001_validation	C7J51ANXX.v3	/mnt/production_storage/sequencing/ops/admin/workflow_central/2016/1/27/readycheck.pyflow.2016.1.27.1.13.44.FD986D4E7F/pyflow.data/logs/pyflow_log.txt
